transaction_id,channel,country,amount_eur,hour_of_day,previous_transactions_24h,fraud_flag
744,POS,IT,28.26,12,1,0
745,POS,NL,167.15,19,2,0
746,POS,ES,9.07,17,0,0
747,Mobile,ES,33.03,16,1,0
748,Mobile,NL,10.87,20,1,0
749,POS,DE,65.0,3,2,0
750,Online,NL,16.01,20,2,0
751,POS,NL,34.42,8,1,0
752,Online,DE,8.81,4,1,0
753,Online,DE,120.49,17,2,0
754,Online,IT,35.62,23,1,0
755,Mobile,DE,38.01,2,1,0
756,Mobile,ES,75.87,23,0,0
757,Online,NL,9.47,8,1,0
758,Mobile,BE,17.9,23,1,0
759,Online,ES,39.25,1,0,0
760,Online,NL,5.69,14,0,0
761,Online,FR,6.33,12,1,0
762,Online,IT,14.57,19,1,0
763,Mobile,BE,10.58,11,0,0
764,Online,ES,23.48,1,3,0
765,POS,FR,55.84,4,1,1
766,POS,DE,70.1,6,2,0
767,POS,FR,202.23,20,2,0
768,Online,FR,32.37,2,1,0
769,POS,IT,38.64,20,3,0
770,Mobile,FR,32.3,12,1,0
771,POS,BE,45.62,13,1,0
772,Mobile,BE,49.32,23,0,0
773,POS,FR,83.27,18,0,0
774,Mobile,FR,82.95,15,1,0
775,Online,IT,55.67,19,2,0
776,Mobile,DE,149.93,11,0,0
777,POS,FR,34.01,22,3,0
778,Mobile,ES,17.97,19,3,0
779,Mobile,NL,21.16,23,0,0
780,Mobile,ES,29.79,13,2,0
781,Online,ES,11.21,15,0,0
782,POS,FR,17.93,10,2,0
783,Mobile,BE,10.59,22,2,0
784,Mobile,FR,46.71,15,0,0
785,POS,BE,47.17,3,0,0
786,POS,NL,5.65,12,4,0
787,Online,BE,17.22,3,1,0
788,POS,FR,205.45,15,1,0
789,POS,NL,62.16,16,0,0
790,Online,ES,52.16,19,1,0
791,Mobile,NL,17.04,3,0,0
792,POS,BE,44.14,11,1,0
793,Online,IT,32.64,8,1,0
794,Mobile,IT,14.93,9,2,0
795,Mobile,BE,20.21,22,0,0
796,Mobile,ES,20.67,13,1,0
797,Mobile,BE,7.47,10,0,0
798,POS,ES,8.81,21,0,0
799,POS,IT,27.13,12,2,0
800,POS,FR,14.18,10,0,0
801,Mobile,FR,24.51,12,1,0
802,Mobile,DE,6.65,20,1,0
803,Mobile,IT,73.8,10,3,0
804,Mobile,IT,265.2,14,4,0
805,Online,ES,92.52,4,2,0
806,POS,BE,102.57,0,4,0
807,POS,DE,61.94,1,0,0
808,POS,IT,43.19,11,0,0
809,Mobile,NL,36.11,17,1,0
810,POS,BE,13.27,5,2,0
811,Mobile,DE,66.03,22,3,0
812,Mobile,FR,62.22,3,1,0
813,POS,NL,20.84,16,3,0
814,Online,NL,56.04,5,2,0
815,Mobile,FR,16.54,1,4,0
816,Mobile,FR,17.63,17,1,0
817,POS,IT,71.89,12,2,0
818,Online,BE,50.93,15,1,0
819,POS,NL,26.26,22,2,0
820,Mobile,IT,23.39,12,0,0
821,POS,BE,39.44,20,2,0
822,POS,ES,5.28,11,0,0
823,POS,IT,15.52,8,1,0
824,Mobile,BE,9.35,9,0,0
825,POS,DE,33.51,8,3,0
826,Mobile,FR,98.36,21,1,0
827,Mobile,ES,53.37,12,2,0
828,Mobile,NL,19.86,22,0,0
829,Mobile,IT,16.34,6,0,0
830,Mobile,FR,15.58,18,0,0
831,Mobile,BE,244.6,2,0,0
832,Online,IT,35.45,6,2,0
833,POS,IT,40.44,0,2,0
834,Online,ES,4.01,21,2,0
835,Mobile,DE,10.17,7,0,0
836,Online,BE,31.68,19,3,0
837,Mobile,BE,20.12,10,1,0
838,Mobile,IT,37.83,2,0,0
839,Online,NL,37.33,8,1,1
840,Mobile,NL,60.37,8,1,0
841,POS,NL,5.11,12,2,0
842,Online,IT,10.97,7,1,0
843,Mobile,BE,29.98,16,0,0
844,Mobile,ES,17.33,17,2,0
845,Mobile,NL,24.28,3,0,1
846,Online,NL,36.93,12,1,0
847,POS,BE,15.72,13,3,0
848,POS,ES,40.14,6,2,0
849,POS,FR,57.05,18,1,0
850,POS,NL,35.34,5,2,0
851,POS,FR,68.08,20,3,0
852,Mobile,BE,3.77,10,2,0
853,Online,DE,18.43,8,0,0
854,Online,DE,80.83,15,2,0
855,Online,ES,13.95,14,1,0
856,Mobile,DE,12.18,12,1,0
857,Mobile,NL,29.19,16,0,0
858,Mobile,BE,32.55,6,1,1
859,Online,NL,19.4,19,1,0
860,POS,FR,209.26,14,1,0
861,POS,BE,44.1,5,1,0
862,Online,NL,13.42,23,1,0
863,POS,BE,7.85,20,0,0
864,Mobile,ES,49.68,4,1,0
865,Mobile,IT,13.11,18,2,0
866,Mobile,DE,285.04,12,1,1
867,Online,DE,50.8,18,1,0
868,POS,BE,57.97,9,2,0
869,POS,BE,42.47,5,1,0
870,Online,BE,101.65,5,1,0
871,POS,DE,3.02,1,0,0
872,POS,NL,9.94,21,0,0
873,Online,NL,93.14,7,6,0
874,POS,IT,148.5,22,0,0
875,POS,FR,9.63,5,1,0
876,Online,FR,5.37,8,2,0
877,POS,BE,39.15,21,1,0
878,Mobile,DE,53.81,8,4,0
879,Online,FR,38.37,18,2,0
880,POS,FR,31.2,2,0,0
881,Online,NL,5.2,22,1,0
882,Mobile,BE,22.76,14,1,0
883,Mobile,DE,26.42,18,0,0
884,POS,NL,19.14,0,1,0
885,Mobile,BE,4.86,23,0,0
886,POS,DE,59.43,11,0,0
887,Mobile,ES,78.71,5,1,0
888,Mobile,BE,14.96,3,1,0
889,POS,NL,27.5,2,0,0
890,POS,ES,20.15,16,3,0
891,Mobile,NL,20.34,5,0,0
892,Online,DE,54.23,22,1,0
893,Online,ES,55.55,5,1,1
894,POS,FR,97.01,2,1,0
895,Online,FR,95.0,20,1,0
896,POS,DE,27.89,18,0,0
897,Mobile,FR,567.99,12,1,0
898,Mobile,DE,156.01,19,2,0
899,Mobile,IT,17.15,17,1,0
900,Mobile,ES,37.58,4,1,0
901,Online,IT,4.55,9,2,0
902,Mobile,FR,34.03,22,1,0
903,POS,IT,176.57,16,1,0
904,Mobile,DE,534.49,14,2,0
905,Online,DE,29.33,4,2,0
906,Online,DE,46.29,12,1,1
907,Mobile,BE,60.66,3,0,0
908,Online,BE,239.78,16,0,1
909,POS,NL,12.39,5,2,0
910,Online,BE,471.31,6,1,0
911,Online,IT,24.12,13,0,0
912,Mobile,FR,10.28,0,1,0
913,Mobile,ES,24.16,16,0,0
914,Online,BE,14.74,10,0,1
915,Mobile,IT,50.36,12,1,0
916,Online,BE,6.34,17,1,0
917,Online,FR,38.15,18,1,1
918,Mobile,NL,64.33,22,0,0
919,Online,ES,145.89,4,1,1
920,Online,FR,65.41,10,2,0
921,Online,IT,137.18,2,0,0
922,Online,DE,18.07,6,1,0
923,Online,FR,49.12,13,2,0
924,POS,ES,3.56,3,0,0
925,Online,NL,29.55,10,0,0
926,Online,DE,48.75,22,0,0
927,Mobile,ES,53.37,1,0,0
928,Online,DE,6.86,5,0,0
929,POS,IT,22.42,6,1,0
930,Online,BE,25.77,21,0,0
931,POS,ES,21.56,17,0,0
932,POS,BE,68.37,4,1,0
933,POS,NL,26.66,16,0,0
934,Mobile,ES,36.57,0,1,0
935,Online,FR,20.3,19,0,0
936,POS,FR,96.05,5,0,0
937,POS,ES,103.47,17,3,0
938,Mobile,DE,24.33,11,1,0
939,POS,FR,572.83,17,1,1
940,Mobile,BE,15.39,8,1,0
941,Mobile,BE,90.67,12,0,0
942,Mobile,ES,12.79,21,0,0
943,POS,NL,71.74,19,1,0
944,Mobile,IT,66.35,13,2,0
945,Online,BE,12.04,22,2,0
946,POS,BE,29.06,2,2,0
947,Mobile,IT,214.38,16,3,1
948,Online,FR,14.67,15,1,0
949,Mobile,NL,49.49,6,2,0
950,Online,NL,46.32,9,3,0
951,Mobile,IT,31.74,9,0,0
952,Online,IT,5.86,16,2,0
953,Mobile,NL,75.84,14,0,0
954,Mobile,ES,33.5,18,1,0
955,Mobile,BE,99.87,15,2,0
956,POS,NL,41.75,23,2,0
957,Mobile,ES,35.32,19,1,0
958,Online,FR,48.06,13,3,0
959,Online,DE,12.34,0,2,0
960,Online,BE,157.29,8,0,0
961,Mobile,IT,22.75,3,0,0
962,Mobile,DE,23.04,10,3,0
963,Mobile,BE,120.58,23,1,0
964,POS,ES,42.41,9,2,0
965,Online,BE,26.14,19,0,0
966,Online,BE,50.09,10,0,0
967,POS,ES,61.93,13,1,0
968,Mobile,DE,29.42,0,0,0
969,Mobile,NL,83.29,16,3,0
970,Mobile,IT,9.29,5,0,0
971,Mobile,DE,43.03,11,0,0
972,POS,IT,73.72,23,2,0
973,Online,DE,61.67,5,3,0
974,POS,DE,3.52,22,1,0
975,Online,NL,29.18,19,0,0
976,Mobile,FR,9.84,1,2,0
977,Online,IT,119.79,8,2,0
978,POS,IT,22.41,23,2,0
979,Online,DE,107.2,10,1,0
980,Mobile,FR,9.81,19,1,0
981,POS,ES,48.94,22,0,0
982,Mobile,IT,33.38,0,1,0
983,POS,BE,525.35,17,1,1
984,POS,DE,107.55,21,2,0
985,POS,FR,100.88,13,1,0
986,Mobile,ES,251.59,23,3,0
987,Online,NL,43.98,16,2,1
988,Mobile,BE,29.98,15,1,0
989,POS,ES,26.75,2,3,0
990,Online,FR,45.96,18,1,1
991,Mobile,BE,2.07,20,1,0
992,Online,ES,33.19,7,1,0
993,POS,BE,41.55,3,0,0
994,Mobile,NL,28.34,13,4,0
995,POS,BE,7.16,22,2,0
996,Online,DE,28.51,17,0,0
997,Online,ES,7.14,19,5,0
998,Mobile,DE,195.15,13,0,0
999,POS,IT,25.6,10,2,0
1000,POS,NL,4.21,7,1,0
1001,POS,IT,26.94,19,1,0
1002,Online,NL,81.08,15,0,0
1003,Mobile,ES,39.49,17,1,0
1004,Online,FR,13.28,20,5,0
1005,Mobile,DE,16.81,23,0,0
1006,Mobile,DE,24.86,20,0,0
1007,Online,NL,21.33,10,1,0
1008,Online,NL,9.4,3,0,0
1009,POS,FR,30.95,13,1,0
1010,Online,NL,8.73,10,2,0
1011,Mobile,IT,85.55,22,0,0
1012,POS,ES,96.65,0,1,0
1013,Mobile,FR,12.14,20,2,0
1014,Online,NL,16.17,15,2,0
1015,Online,IT,21.69,1,0,0
1016,POS,ES,32.09,5,1,0
1017,Mobile,DE,42.81,1,1,0
1018,Mobile,NL,52.62,22,0,0
1019,Mobile,BE,51.4,15,2,0
1020,Mobile,NL,156.63,14,3,0
1021,Online,BE,35.18,12,1,0
1022,POS,FR,9.0,9,1,0
1023,Mobile,IT,6.62,4,0,0
1024,POS,FR,170.0,17,2,0
1025,Mobile,FR,55.13,3,0,0
1026,Mobile,BE,40.71,4,0,0
1027,Mobile,IT,51.88,23,1,0
1028,Mobile,ES,38.87,2,1,0
1029,POS,ES,51.07,22,2,0
1030,Mobile,DE,22.81,2,3,1
1031,Online,FR,95.13,11,1,0
1032,Online,DE,19.59,13,3,0
1033,POS,FR,13.42,2,0,0
1034,Online,ES,6.11,21,2,0
1035,Mobile,NL,26.11,22,2,0
1036,Online,NL,117.63,5,1,0
1037,POS,BE,20.96,5,2,0
1038,Online,ES,8.34,18,0,0
1039,POS,IT,44.03,8,0,0
1040,Online,BE,17.27,0,1,0
1041,Mobile,BE,155.75,18,0,1
1042,Mobile,DE,96.99,8,2,0
1043,Mobile,FR,9.29,9,4,0
1044,Online,DE,27.83,15,2,0
1045,Online,NL,15.56,13,2,0
1046,Online,FR,10.38,19,2,0
1047,POS,DE,31.31,19,1,0
1048,Mobile,BE,75.06,22,0,0
1049,Mobile,ES,30.52,22,1,0
1050,Mobile,IT,19.76,15,1,0
1051,Mobile,IT,3.65,13,2,0
1052,Online,DE,17.02,11,0,0
1053,POS,IT,57.5,15,0,0
1054,Online,IT,8.65,1,0,0
1055,Online,BE,119.41,9,2,0
1056,Mobile,DE,18.47,6,2,0
1057,POS,ES,40.19,13,1,0
1058,Mobile,NL,22.22,22,1,0
1059,Mobile,FR,10.21,11,0,0
1060,POS,BE,51.43,13,0,0
1061,Online,IT,18.21,9,0,0
1062,POS,IT,14.4,8,1,0
1063,POS,ES,3.08,16,2,0
1064,Mobile,FR,121.84,5,1,1
1065,POS,NL,33.32,21,1,0
1066,Mobile,ES,100.14,2,0,0
1067,Online,IT,61.57,5,0,0
1068,Online,FR,100.13,18,1,1
1069,Mobile,BE,18.84,1,0,0
1070,POS,IT,8.39,9,0,0
1071,Mobile,NL,71.0,9,1,0
1072,Mobile,ES,37.72,22,0,0
1073,Online,BE,20.77,3,0,0
1074,Mobile,ES,69.6,10,2,0
1075,Online,DE,45.07,11,1,0
1076,Online,BE,62.74,19,2,1
1077,Online,DE,11.91,12,1,0
1078,Mobile,BE,88.02,3,2,0
1079,Online,BE,32.96,20,1,0
1080,Mobile,IT,97.99,3,1,0
1081,POS,ES,87.2,16,1,0
1082,Online,BE,65.78,6,2,0
1083,Online,FR,29.63,2,1,0
1084,POS,FR,67.33,4,0,0
1085,POS,BE,100.56,22,0,1
1086,Online,IT,60.75,23,1,0
1087,POS,BE,40.55,14,1,0
1088,Mobile,BE,67.48,19,3,0
1089,POS,DE,19.58,21,1,0
1090,Online,BE,150.5,8,1,0
1091,POS,BE,6.16,18,0,0
1092,Mobile,ES,34.27,12,1,0
1093,POS,DE,22.07,4,1,0
1094,POS,FR,17.45,12,1,0
1095,Mobile,FR,44.93,1,0,0
1096,Mobile,FR,10.75,14,3,0
1097,Online,DE,284.84,6,1,0
1098,Mobile,DE,8.57,2,3,0
1099,Mobile,BE,12.79,16,0,0
1100,Mobile,IT,11.64,8,3,0
1101,POS,NL,40.39,10,2,0
1102,Mobile,BE,91.34,2,0,0
1103,Online,ES,56.04,1,3,0
1104,POS,ES,144.36,22,0,0
1105,Mobile,IT,14.48,14,0,0
1106,Online,DE,63.99,9,0,0
1107,Mobile,NL,24.45,15,4,0
1108,Online,IT,41.6,17,2,0
1109,POS,ES,100.35,2,1,0
1110,POS,FR,6.1,22,0,0
1111,Mobile,IT,242.5,15,1,0
1112,POS,FR,28.64,7,1,0
1113,Mobile,ES,6.64,6,1,0
1114,POS,IT,16.56,2,3,0
1115,POS,ES,36.68,6,0,0
1116,Online,BE,16.56,8,1,0
1117,Online,DE,4.27,5,1,0
1118,Mobile,IT,36.48,16,2,0
1119,Online,FR,16.09,6,2,0
1120,Online,BE,63.51,11,2,0
1121,Online,BE,11.38,13,3,0
1122,POS,DE,317.83,1,1,0
1123,Online,BE,55.35,4,1,0
1124,POS,FR,40.32,1,4,0
1125,Mobile,FR,61.75,16,0,0
1126,POS,IT,5.36,16,1,0
1127,POS,ES,20.15,3,0,0
1128,Mobile,FR,196.96,17,2,0
1129,Mobile,NL,24.04,19,0,0
1130,POS,ES,31.1,2,1,0
1131,Online,ES,20.77,2,2,0
1132,Mobile,NL,143.24,19,1,0
1133,Mobile,ES,25.93,7,1,0
1134,Online,FR,9.47,8,2,0
1135,Online,ES,436.51,14,1,0
1136,Online,IT,8.37,1,0,0
1137,Online,ES,30.04,10,1,1
1138,Mobile,IT,14.27,8,1,0
1139,Mobile,NL,16.42,19,2,0
1140,Online,DE,11.47,17,2,0
1141,POS,NL,19.3,6,2,0
1142,Mobile,DE,88.59,15,0,0
1143,Online,FR,4.94,9,1,0
1144,Mobile,NL,116.84,11,0,0
1145,Online,FR,98.34,17,0,0
1146,Online,NL,55.1,6,1,0
1147,Online,NL,37.57,13,1,1
1148,Mobile,IT,43.67,10,1,0
1149,POS,ES,137.47,15,0,0
1150,POS,FR,5.78,9,1,0
1151,POS,BE,68.53,22,3,0
1152,Online,DE,15.7,9,1,0
1153,Mobile,FR,75.62,2,1,0
1154,POS,ES,17.93,11,2,0
1155,Mobile,BE,67.15,5,3,0
1156,POS,ES,7.04,10,1,0
1157,Mobile,FR,6.09,22,0,0
1158,Mobile,FR,29.58,2,3,1
1159,POS,IT,139.15,1,2,0
1160,Online,IT,56.62,6,2,0
1161,Mobile,DE,56.21,10,1,0
1162,Mobile,FR,78.27,3,1,0
1163,POS,ES,22.27,16,3,0
1164,POS,DE,60.99,14,2,0
1165,Mobile,ES,18.55,16,1,0
1166,Online,IT,24.19,10,0,0
1167,Online,DE,27.39,22,1,0
1168,POS,NL,19.19,16,2,0
1169,Online,IT,31.0,22,5,0
1170,Mobile,IT,25.67,2,1,0
1171,Mobile,IT,16.32,16,1,0
1172,Mobile,BE,28.77,8,1,1
1173,Online,NL,38.68,4,1,0
1174,Mobile,IT,11.02,4,2,0
1175,Online,DE,50.27,4,1,0
1176,Online,DE,20.21,2,1,0
1177,Online,ES,40.37,10,1,0
1178,POS,FR,17.03,18,2,0
1179,Mobile,IT,94.68,11,0,0
1180,Online,IT,86.15,3,0,0
1181,Mobile,ES,11.6,16,0,0
1182,Mobile,IT,55.98,4,2,0
1183,Online,BE,140.65,20,2,0
1184,Online,IT,12.83,8,2,0
1185,Mobile,IT,13.89,0,5,0
1186,Online,DE,69.07,7,0,0
1187,Online,FR,8.96,19,1,0
1188,Mobile,BE,15.22,22,1,0
1189,Online,IT,12.01,10,3,0
1190,POS,FR,69.93,23,1,0
1191,Mobile,DE,16.57,5,0,0
1192,Mobile,DE,24.91,10,3,0
1193,POS,ES,15.67,11,1,0
1194,Mobile,BE,104.43,4,0,0
1195,Mobile,DE,14.02,9,3,0
1196,POS,ES,8.1,11,1,0
1197,POS,BE,7.79,16,1,0
1198,POS,BE,66.26,11,1,0
1199,POS,BE,71.23,2,0,0
1200,Mobile,DE,115.42,11,1,0
1201,POS,DE,9.38,20,0,0
1202,Mobile,ES,26.28,0,2,0
1203,POS,ES,375.14,23,0,0
1204,Online,IT,24.48,3,3,0
1205,Online,IT,18.85,0,2,0
1206,Mobile,FR,32.43,3,1,0
1207,POS,FR,56.26,6,0,0
1208,POS,IT,55.33,8,0,0
1209,Online,NL,17.91,19,0,0
1210,Mobile,IT,18.45,13,1,0
1211,Online,DE,24.62,15,0,0
1212,POS,DE,15.96,21,1,0
1213,POS,FR,9.63,3,1,0
1214,Online,ES,201.94,5,4,0
1215,Online,FR,22.04,23,4,0
1216,Mobile,IT,23.33,18,1,0
1217,Online,ES,24.07,1,3,0
1218,Online,ES,30.55,5,2,0
1219,Online,ES,51.15,8,0,0
1220,Mobile,NL,20.8,0,0,0
1221,Mobile,ES,103.48,13,1,0
1222,Mobile,BE,60.21,15,0,1
1223,Online,DE,27.36,8,0,0
1224,Mobile,ES,17.01,5,0,0
1225,Online,NL,98.0,10,2,0
1226,Online,BE,28.16,22,2,0
1227,POS,BE,9.56,17,1,0
1228,POS,NL,91.93,22,0,0
1229,Online,FR,16.02,13,0,0
1230,Online,NL,78.93,2,2,0
1231,Online,IT,2.68,1,0,0
1232,POS,ES,22.9,4,1,0
1233,POS,IT,105.63,12,1,0
1234,POS,FR,33.29,5,0,0
1235,Online,DE,60.23,7,1,0
1236,POS,IT,13.44,21,1,0
1237,POS,DE,46.89,1,2,0
1238,POS,FR,33.24,1,0,0
1239,Online,NL,42.24,9,2,0
1240,Mobile,ES,254.49,18,0,1
1241,POS,NL,122.07,19,1,0
1242,Online,NL,73.11,6,0,0
1243,Mobile,ES,74.04,6,1,0
1244,POS,IT,13.34,13,1,0
1245,Online,IT,20.67,20,0,0
1246,Mobile,IT,7.15,4,2,0
1247,Online,NL,9.3,21,1,0
1248,Online,FR,13.65,19,3,0
1249,POS,ES,32.16,6,1,0
1250,Mobile,DE,9.73,16,0,0
1251,Mobile,ES,31.84,15,1,0
1252,Mobile,IT,28.39,0,3,0
1253,Online,IT,10.65,9,1,1
1254,Mobile,ES,152.26,5,1,0
1255,Mobile,ES,8.81,1,0,0
1256,Mobile,BE,101.22,11,1,0
1257,Mobile,NL,3.48,16,0,0
1258,Mobile,FR,28.72,12,2,0
1259,POS,IT,10.0,2,2,0
1260,Mobile,IT,17.21,19,1,0
1261,POS,DE,202.38,1,2,0
1262,Online,ES,23.41,9,2,0
1263,Online,DE,10.97,13,1,0
1264,POS,FR,53.93,22,3,0
1265,POS,BE,23.2,18,0,0
1266,Mobile,FR,38.5,4,1,0
1267,Mobile,BE,13.27,10,1,0
1268,Online,NL,13.94,20,2,1
1269,POS,DE,15.06,5,0,0
1270,POS,ES,73.58,21,1,0
1271,Mobile,BE,26.39,12,2,0
1272,POS,IT,11.61,15,2,0
1273,Online,IT,38.93,15,2,0
1274,Online,FR,35.85,23,2,0
1275,Online,DE,58.77,16,0,0
1276,POS,DE,20.45,9,1,0
1277,Online,BE,30.64,14,3,0
1278,Mobile,DE,50.49,16,1,0
1279,Online,FR,12.07,14,2,0
1280,Online,DE,80.34,0,0,0
1281,Online,FR,33.66,21,0,0
1282,Online,IT,11.01,6,1,0
1283,POS,FR,10.93,15,2,0
1284,Mobile,ES,29.98,13,1,0
1285,Mobile,FR,19.1,2,2,0
1286,Mobile,FR,70.43,21,0,0
1287,Mobile,BE,24.86,1,4,0
1288,POS,NL,44.84,22,2,0
1289,Online,FR,14.17,22,2,0
1290,POS,NL,32.36,13,1,0
1291,Mobile,DE,123.41,22,1,0
1292,Online,ES,28.56,20,0,0
1293,Mobile,DE,19.05,21,2,0
1294,Mobile,DE,13.96,19,2,0
1295,Online,BE,32.5,22,0,0
1296,Online,FR,135.55,18,3,0
1297,Online,NL,8.47,21,2,0
1298,Mobile,IT,31.5,2,1,0
1299,POS,IT,5.97,10,1,0
1300,Mobile,BE,21.97,11,1,0
1301,POS,BE,43.07,21,1,0
1302,Online,ES,6.82,11,1,0
1303,Mobile,IT,21.23,10,0,0
1304,POS,NL,44.28,18,0,0
1305,Mobile,NL,37.76,15,0,0
1306,Mobile,DE,46.48,14,1,0
1307,POS,DE,12.5,21,1,0
1308,Mobile,IT,44.26,19,0,0
1309,Online,BE,18.17,17,3,0
1310,POS,ES,67.63,22,0,0
1311,POS,ES,3.28,1,0,0
1312,Online,ES,24.79,13,2,0
1313,POS,IT,36.56,0,1,1
1314,Mobile,BE,127.67,19,1,0
1315,POS,ES,36.12,3,2,0
1316,POS,DE,39.98,13,0,0
1317,Mobile,DE,48.21,18,0,0
1318,POS,BE,115.94,15,1,0
1319,POS,IT,22.6,1,2,0
1320,Online,NL,8.14,11,1,0
1321,POS,BE,6.72,18,0,0
1322,Mobile,DE,64.34,23,1,0
1323,POS,IT,41.4,21,0,0
1324,POS,BE,25.63,19,2,0
1325,Mobile,NL,18.43,7,1,0
1326,Online,NL,39.68,18,2,0
1327,Mobile,BE,40.84,4,1,0
1328,Online,DE,53.51,7,1,0
1329,Online,NL,10.93,6,1,0
1330,Online,NL,5.67,11,0,0
1331,Online,NL,13.28,21,0,0
1332,POS,FR,8.58,20,1,0
1333,POS,ES,8.14,21,2,0
1334,Online,IT,159.13,22,1,0
1335,Mobile,BE,3.43,0,2,0
1336,POS,IT,52.97,23,1,0
1337,Online,ES,82.02,21,0,0
1338,Online,NL,88.9,17,1,0
1339,Mobile,ES,43.69,1,1,0
1340,Online,DE,123.95,17,0,0
1341,POS,IT,197.04,16,0,0
1342,Online,IT,24.48,2,1,0
1343,Mobile,NL,51.8,4,2,0
1344,POS,DE,118.6,18,3,0
1345,Mobile,FR,13.99,4,1,0
1346,POS,ES,25.92,8,0,0
1347,Mobile,BE,17.71,14,1,0
1348,POS,NL,52.51,20,1,0
1349,Mobile,BE,4.96,6,0,0
1350,Mobile,BE,139.3,0,1,0
1351,POS,IT,56.47,20,2,1
1352,POS,DE,59.74,22,0,0
1353,POS,NL,3.12,20,1,0
1354,Mobile,ES,11.7,11,0,0
1355,Mobile,ES,147.01,17,1,0
1356,Online,BE,27.73,3,2,0
1357,Online,ES,5.91,15,0,1
1358,POS,DE,41.33,14,0,0
1359,POS,NL,65.31,15,0,1
1360,Online,FR,56.34,16,1,0
1361,Online,IT,28.49,21,0,0
1362,POS,BE,103.09,18,1,0
1363,POS,BE,16.41,0,1,0
1364,POS,IT,56.83,16,2,0
1365,Online,DE,37.9,17,1,0
1366,Mobile,FR,28.99,13,1,0
1367,Online,ES,22.67,14,1,0
1368,POS,NL,23.49,1,2,0
1369,Mobile,FR,34.2,6,1,0
1370,POS,BE,24.71,20,0,0
1371,Online,DE,68.93,0,0,0
1372,Online,DE,19.38,23,3,0
1373,POS,FR,158.9,5,2,0
1374,Mobile,IT,18.53,18,1,0
1375,POS,FR,83.1,5,0,0
1376,Online,IT,86.77,0,1,0
1377,Mobile,ES,39.09,14,4,0
1378,Online,NL,35.76,18,1,0
1379,POS,IT,15.98,2,2,0
1380,Online,BE,19.75,6,2,0
1381,Online,BE,41.26,7,0,0
1382,Mobile,ES,31.65,23,0,0
1383,Online,NL,108.1,7,1,0
1384,Mobile,DE,21.02,1,1,0
1385,POS,ES,22.33,23,0,0
1386,Online,BE,6.27,2,2,0
1387,Mobile,FR,63.02,11,0,0
1388,Online,FR,57.58,4,3,0
1389,Mobile,BE,87.98,6,3,0
1390,Mobile,FR,93.08,18,1,0
1391,POS,FR,72.89,3,2,1
1392,Online,BE,76.03,15,3,1
1393,Online,DE,60.95,13,1,0
1394,Online,BE,71.1,17,0,1
1395,Online,ES,5.25,3,1,1
1396,POS,ES,11.03,8,0,0
1397,POS,BE,9.36,0,1,0
1398,POS,FR,117.94,21,1,0
1399,Mobile,BE,15.14,23,1,0
1400,POS,ES,17.76,10,1,0
1401,Mobile,DE,33.34,12,1,0
1402,POS,FR,9.55,3,0,0
1403,Mobile,ES,48.45,21,1,0
1404,Mobile,BE,3.93,18,1,0
1405,Online,FR,10.2,2,1,0
1406,POS,DE,40.4,12,1,0
1407,POS,IT,9.57,4,2,0
1408,Online,BE,121.4,14,0,0
1409,Online,BE,34.68,15,1,0
1410,Online,FR,102.73,9,1,0
1411,Online,ES,47.37,10,2,0
1412,Mobile,DE,32.72,17,2,0
1413,Online,IT,12.22,3,0,0
1414,Online,NL,83.86,0,1,0
1415,POS,NL,51.48,9,0,0
1416,POS,BE,266.31,11,1,1
1417,Mobile,IT,75.82,6,2,0
1418,Online,NL,22.26,10,2,0
1419,Mobile,ES,44.23,2,1,0
1420,Online,FR,50.51,17,1,0
1421,Online,NL,105.95,18,1,1
1422,POS,FR,124.2,6,0,0
1423,Mobile,BE,28.16,15,0,0
1424,Online,BE,9.82,5,0,0
1425,POS,IT,5.19,9,1,0
1426,POS,IT,10.6,7,0,0
1427,Mobile,NL,18.32,23,4,0
1428,POS,IT,149.06,11,1,0
1429,Online,NL,151.34,15,2,0
1430,Mobile,IT,86.5,5,0,0
1431,Mobile,ES,113.34,22,3,0
1432,POS,IT,16.32,16,1,0
1433,Mobile,NL,7.28,2,1,0
1434,Online,NL,12.1,7,1,0
1435,Mobile,IT,4.33,12,2,0
1436,Mobile,DE,10.87,10,0,0
1437,Mobile,FR,19.97,19,3,0
1438,Mobile,DE,39.12,13,1,0
1439,POS,NL,37.92,13,1,0
1440,Online,NL,16.62,9,0,0
1441,Mobile,NL,58.5,20,1,0
1442,Mobile,IT,16.94,16,1,0
1443,POS,NL,33.45,16,2,0
1444,POS,IT,10.91,15,0,0
1445,Online,DE,98.36,15,0,0
1446,Mobile,BE,33.81,18,3,0
1447,POS,DE,65.29,5,1,0
1448,Online,IT,9.81,12,0,0
1449,Mobile,NL,39.43,3,1,0
1450,Online,ES,58.69,8,1,0
1451,Online,IT,4.29,6,1,0
1452,Online,FR,106.49,4,0,0
1453,Mobile,FR,9.49,13,0,0
1454,Online,NL,40.89,10,1,0
1455,POS,IT,197.89,10,1,0
1456,POS,IT,86.05,20,1,0
1457,POS,FR,7.46,8,1,0
1458,Mobile,ES,27.71,2,3,0
1459,Online,ES,113.68,18,5,1
1460,POS,FR,14.63,5,0,1
1461,POS,NL,23.11,23,2,0
1462,POS,NL,22.47,15,1,0
1463,Mobile,IT,58.56,6,0,0
